antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'race/ethnicity_group C', 'math_cat_μέτριο'})","frozenset({'reading_cat_μέτριο', 'test preparation course_none', 'lunch_standard'})",0.153,0.223,0.053,0.3464052287581699,1.553386676045605,1.0,0.018881000000000002,1.18881,0.4205965561025596,0.16408668730650153,0.15882268823445292,0.29203669509657376
"frozenset({'reading_cat_μέτριο', 'test preparation course_none', 'lunch_standard'})","frozenset({'race/ethnicity_group C', 'math_cat_μέτριο'})",0.223,0.153,0.053,0.23766816143497757,1.553386676045605,1.0,0.018881000000000002,1.1110647058823528,0.4584881377334208,0.16408668730650153,0.09996241019477872,0.29203669509657376
"frozenset({'gender_female', 'lunch_standard'})",frozenset({'reading_cat_υψηλό'}),0.329,0.235,0.12,0.364741641337386,1.5520920907973874,1.0,0.042685,1.2042344497607658,0.5301167411823149,0.27027027027027023,0.16959691678089675,0.43768996960486317
frozenset({'reading_cat_υψηλό'}),"frozenset({'gender_female', 'lunch_standard'})",0.235,0.329,0.12,0.5106382978723404,1.5520920907973872,1.0,0.042685,1.3711739130434781,0.4649782135076253,0.27027027027027023,0.27069791039096924,0.43768996960486317
"frozenset({'test preparation course_completed', 'lunch_standard'})","frozenset({'gender_female', 'reading_cat_υψηλό'})",0.227,0.159,0.056,0.24669603524229075,1.551547391460948,1.0,0.019907,1.1164152046783626,0.4598734060247644,0.16969696969696968,0.10427590397418639,0.29944864655196296
"frozenset({'gender_female', 'reading_cat_υψηλό'})","frozenset({'test preparation course_completed', 'lunch_standard'})",0.159,0.227,0.056,0.3522012578616352,1.5515473914609479,1.0,0.019907,1.193271844660194,0.42268982503821984,0.16969696969696968,0.16196799205903648,0.29944864655196296
"frozenset({'writing_cat_μέτριο', 'test preparation course_none', 'lunch_standard'})","frozenset({'math_cat_μέτριο', 'gender_female'})",0.221,0.245,0.084,0.3800904977375566,1.5513897866839046,1.0,0.029855000000000007,1.217919708029197,0.4562473256311511,0.21989528795811522,0.17892781157292265,0.36147382029734976
"frozenset({'math_cat_μέτριο', 'gender_female'})","frozenset({'writing_cat_μέτριο', 'test preparation course_none', 'lunch_standard'})",0.245,0.221,0.084,0.34285714285714286,1.5513897866839044,1.0,0.029855000000000007,1.1854347826086957,0.47075055187637976,0.21989528795811522,0.15642765450210894,0.36147382029734976
frozenset({'gender_male'}),"frozenset({'writing_cat_χαμηλό', 'test preparation course_none', 'reading_cat_χαμηλό', 'lunch_standard'})",0.482,0.099,0.074,0.15352697095435686,1.550777484387443,1.0,0.026281999999999993,1.0644166666666668,0.6856412396952936,0.14595660749506903,0.06051828074845377,0.45050085921455213
"frozenset({'writing_cat_χαμηλό', 'test preparation course_none', 'reading_cat_χαμηλό', 'lunch_standard'})",frozenset({'gender_male'}),0.099,0.482,0.074,0.7474747474747474,1.550777484387443,1.0,0.026281999999999993,2.0512799999999993,0.39418663946965826,0.14595660749506903,0.5124995124995124,0.45050085921455213
"frozenset({'reading_cat_μέτριο', 'race/ethnicity_group D'})","frozenset({'math_cat_μέτριο', 'lunch_standard'})",0.136,0.332,0.07,0.5147058823529412,1.5503189227498229,1.0,0.024848000000000002,1.3764848484848484,0.41084656084656085,0.17587939698492464,0.27351179992955277,0.3627746279234586
"frozenset({'math_cat_μέτριο', 'lunch_standard'})","frozenset({'reading_cat_μέτριο', 'race/ethnicity_group D'})",0.332,0.136,0.07,0.21084337349397592,1.5503189227498229,1.0,0.024848000000000002,1.0948396946564884,0.5313943541488453,0.17587939698492464,0.08662427487728692,0.3627746279234586
"frozenset({'writing_cat_υψηλό', 'test preparation course_none', 'reading_cat_υψηλό', 'lunch_standard'})",frozenset({'gender_female'}),0.066,0.518,0.053,0.803030303030303,1.5502515502515501,1.0,0.018811999999999995,2.4470769230769225,0.3800250494929497,0.09981167608286251,0.5913491764114169,0.45267345267345266
frozenset({'gender_female'}),"frozenset({'writing_cat_υψηλό', 'test preparation course_none', 'reading_cat_υψηλό', 'lunch_standard'})",0.518,0.066,0.053,0.1023166023166023,1.55025155025155,1.0,0.018811999999999995,1.0404559139784946,0.7363970876066701,0.09981167608286251,0.03888287185931724,0.45267345267345266
frozenset({'test preparation course_completed'}),"frozenset({'math_cat_υψηλό', 'writing_cat_υψηλό', 'reading_cat_υψηλό'})",0.358,0.11,0.061,0.17039106145251398,1.549009649568309,1.0,0.02162,1.0727946127946129,0.5520657780501507,0.1498771498771499,0.06785512522754379,0.3624682579989843
"frozenset({'math_cat_υψηλό', 'writing_cat_υψηλό', 'reading_cat_υψηλό'})",frozenset({'test preparation course_completed'}),0.11,0.358,0.061,0.5545454545454546,1.549009649568309,1.0,0.02162,1.4412244897959186,0.3982317185485357,0.1498771498771499,0.3061455678278109,0.3624682579989843
frozenset({'gender_female'}),"frozenset({'writing_cat_υψηλό', 'test preparation course_none'})",0.518,0.091,0.073,0.14092664092664092,1.548644405787263,1.0,0.025861999999999996,1.0581168539325845,0.7350082419143977,0.13619402985074625,0.05492479749905492,0.4715622215622215
"frozenset({'writing_cat_υψηλό', 'test preparation course_none'})",frozenset({'gender_female'}),0.091,0.518,0.073,0.8021978021978021,1.5486444057872628,1.0,0.025861999999999996,2.4367777777777766,0.38974034389740336,0.13619402985074625,0.5896219962610002,0.4715622215622215
"frozenset({'reading_cat_μέτριο', 'race/ethnicity_group D'})","frozenset({'math_cat_μέτριο', 'test preparation course_none'})",0.136,0.304,0.064,0.47058823529411764,1.5479876160990713,1.0,0.022656000000000003,1.3146666666666667,0.40972222222222227,0.1702127659574468,0.2393509127789047,0.34055727554179566
"frozenset({'math_cat_μέτριο', 'test preparation course_none'})","frozenset({'reading_cat_μέτριο', 'race/ethnicity_group D'})",0.304,0.136,0.064,0.2105263157894737,1.5479876160990713,1.0,0.022656000000000003,1.0944,0.5086206896551725,0.1702127659574468,0.08625730994152048,0.34055727554179566
frozenset({'lunch_free/reduced'}),"frozenset({'math_cat_χαμηλό', 'test preparation course_none', 'reading_cat_χαμηλό', 'writing_cat_χαμηλό'})",0.355,0.162,0.089,0.2507042253521127,1.5475569466179795,1.0,0.03149,1.1183834586466166,0.5485584879365909,0.20794392523364483,0.10585229755622037,0.4000434707007477
"frozenset({'math_cat_χαμηλό', 'test preparation course_none', 'reading_cat_χαμηλό', 'writing_cat_χαμηλό'})",frozenset({'lunch_free/reduced'}),0.162,0.355,0.089,0.5493827160493827,1.5475569466179795,1.0,0.03149,1.4313698630136986,0.42221983856694645,0.20794392523364483,0.3013685520145469,0.4000434707007477
frozenset({'reading_cat_μέτριο'}),"frozenset({'race/ethnicity_group C', 'math_cat_μέτριο', 'gender_male'})",0.49,0.07,0.053,0.10816326530612244,1.5451895043731776,1.0,0.018699999999999994,1.04279176201373,0.691823899371069,0.10453648915187376,0.04103576914636821,0.4326530612244897
"frozenset({'race/ethnicity_group C', 'math_cat_μέτριο', 'gender_male'})",frozenset({'reading_cat_μέτριο'}),0.07,0.49,0.053,0.757142857142857,1.5451895043731776,1.0,0.018699999999999994,2.0999999999999988,0.3793872996551024,0.10453648915187376,0.5238095238095235,0.4326530612244897
"frozenset({'race/ethnicity_group C', 'math_cat_μέτριο', 'test preparation course_none'})","frozenset({'writing_cat_μέτριο', 'reading_cat_μέτριο'})",0.096,0.418,0.062,0.6458333333333334,1.545055821371611,1.0,0.021872000000000003,1.6432941176470592,0.39023693976591495,0.13716814159292035,0.3914662084765178,0.397079346092504
"frozenset({'writing_cat_μέτριο', 'reading_cat_μέτριο'})","frozenset({'race/ethnicity_group C', 'math_cat_μέτριο', 'test preparation course_none'})",0.418,0.096,0.062,0.14832535885167464,1.5450558213716108,1.0,0.021872000000000003,1.061438202247191,0.6061412260281566,0.13716814159292035,0.05788203412795866,0.397079346092504
frozenset({'math_cat_μέτριο'}),"frozenset({'reading_cat_μέτριο', 'lunch_standard', 'gender_male'})",0.485,0.155,0.116,0.23917525773195877,1.543066178915863,1.0,0.040825000000000014,1.1106368563685638,0.6833779712085707,0.22137404580152673,0.09961568962361986,0.4937811772530762
"frozenset({'reading_cat_μέτριο', 'lunch_standard', 'gender_male'})",frozenset({'math_cat_μέτριο'}),0.155,0.485,0.116,0.7483870967741936,1.543066178915863,1.0,0.040825000000000014,2.046794871794872,0.4164966333401348,0.22137404580152673,0.5114312558722205,0.4937811772530762
"frozenset({'writing_cat_μέτριο', 'reading_cat_μέτριο', 'test preparation course_none', 'gender_male'})",frozenset({'math_cat_μέτριο'}),0.115,0.485,0.086,0.7478260869565216,1.5419094576423127,1.0,0.030224999999999995,2.042241379310344,0.3971225857311785,0.16731517509727625,0.5103419164204304,0.46257283729269383
frozenset({'math_cat_μέτριο'}),"frozenset({'writing_cat_μέτριο', 'reading_cat_μέτριο', 'test preparation course_none', 'gender_male'})",0.485,0.115,0.086,0.17731958762886596,1.5419094576423127,1.0,0.030224999999999995,1.0757518796992482,0.682433958004064,0.16731517509727625,0.07041761313996153,0.46257283729269383
"frozenset({'reading_cat_μέτριο', 'test preparation course_none'})","frozenset({'lunch_free/reduced', 'writing_cat_μέτριο'})",0.318,0.153,0.075,0.23584905660377356,1.5414971019854482,1.0,0.026345999999999994,1.1084197530864197,0.5150733137829911,0.1893939393939394,0.09781470673408922,0.36302256751757306
"frozenset({'race/ethnicity_group C', 'math_cat_μέτριο'})","frozenset({'reading_cat_μέτριο', 'test preparation course_none'})",0.153,0.318,0.075,0.49019607843137253,1.5414971019854482,1.0,0.026345999999999994,1.3377692307692308,0.4147343565525383,0.1893939393939394,0.2524869185210741,0.36302256751757306
"frozenset({'reading_cat_μέτριο', 'test preparation course_none'})","frozenset({'race/ethnicity_group C', 'math_cat_μέτριο'})",0.318,0.153,0.075,0.23584905660377356,1.5414971019854482,1.0,0.026345999999999994,1.1084197530864197,0.5150733137829911,0.1893939393939394,0.09781470673408922,0.36302256751757306
"frozenset({'lunch_free/reduced', 'writing_cat_μέτριο'})","frozenset({'reading_cat_μέτριο', 'test preparation course_none'})",0.153,0.318,0.075,0.49019607843137253,1.5414971019854482,1.0,0.026345999999999994,1.3377692307692308,0.4147343565525383,0.1893939393939394,0.2524869185210741,0.36302256751757306
"frozenset({'writing_cat_μέτριο', 'gender_male'})","frozenset({'lunch_free/reduced', 'reading_cat_μέτριο'})",0.227,0.163,0.057,0.2511013215859031,1.5404989054349882,1.0,0.019999000000000003,1.117641176470588,0.4538934658768526,0.17117117117117117,0.10525844872867753,0.3003972865598227
"frozenset({'lunch_free/reduced', 'reading_cat_μέτριο'})","frozenset({'writing_cat_μέτριο', 'gender_male'})",0.163,0.227,0.057,0.3496932515337423,1.540498905434988,1.0,0.019999000000000003,1.1886698113207548,0.4191871554633298,0.17117117117117117,0.15872348193239624,0.3003972865598227
"frozenset({'writing_cat_μέτριο', 'gender_female'})","frozenset({'reading_cat_μέτριο', 'math_cat_μέτριο'})",0.264,0.325,0.132,0.5,1.5384615384615383,1.0,0.046200000000000005,1.35,0.4755434782608696,0.2888402625820569,0.25925925925925924,0.45307692307692304
"frozenset({'reading_cat_μέτριο', 'math_cat_μέτριο'})","frozenset({'writing_cat_μέτριο', 'gender_female'})",0.325,0.264,0.132,0.40615384615384614,1.5384615384615383,1.0,0.046200000000000005,1.2393782383419687,0.5185185185185185,0.2888402625820569,0.19314381270903008,0.45307692307692304
"frozenset({'reading_cat_μέτριο', 'lunch_standard'})","frozenset({'test preparation course_completed', 'writing_cat_μέτριο'})",0.327,0.183,0.092,0.28134556574923547,1.5374074631105763,1.0,0.032159,1.1368468085106382,0.5193972478842303,0.2200956937799043,0.12037400948498835,0.392038903093197
"frozenset({'test preparation course_completed', 'writing_cat_μέτριο'})","frozenset({'reading_cat_μέτριο', 'lunch_standard'})",0.183,0.327,0.092,0.5027322404371585,1.5374074631105763,1.0,0.032159,1.3533956043956046,0.427851098930339,0.2200956937799043,0.2611177421057332,0.392038903093197
"frozenset({'reading_cat_μέτριο', 'gender_male'})","frozenset({'math_cat_μέτριο', 'test preparation course_none'})",0.229,0.304,0.107,0.4672489082969432,1.5370029878188922,1.0,0.037384,1.3064262295081965,0.4531558723347516,0.25117370892018775,0.23455302916227475,0.40961129625373477
"frozenset({'math_cat_μέτριο', 'test preparation course_none'})","frozenset({'reading_cat_μέτριο', 'gender_male'})",0.304,0.229,0.107,0.3519736842105263,1.5370029878188922,1.0,0.037384,1.189766497461929,0.5019873240949619,0.25117370892018775,0.15949894190729744,0.40961129625373477
frozenset({'math_cat_μέτριο'}),"frozenset({'test preparation course_completed', 'writing_cat_μέτριο', 'gender_male'})",0.485,0.094,0.07,0.1443298969072165,1.5354244351831543,1.0,0.024410000000000008,1.0588192771084337,0.677115117891817,0.13752455795677804,0.0555517625907467,0.4445053739855232
"frozenset({'writing_cat_μέτριο', 'race/ethnicity_group D', 'lunch_standard'})",frozenset({'math_cat_μέτριο'}),0.094,0.485,0.07,0.7446808510638299,1.5354244351831543,1.0,0.024410000000000008,2.017083333333334,0.3848943550930307,0.13752455795677804,0.5042346622598638,0.4445053739855232
frozenset({'math_cat_μέτριο'}),"frozenset({'writing_cat_μέτριο', 'race/ethnicity_group D', 'lunch_standard'})",0.485,0.094,0.07,0.1443298969072165,1.5354244351831543,1.0,0.024410000000000008,1.0588192771084337,0.677115117891817,0.13752455795677804,0.0555517625907467,0.4445053739855232
"frozenset({'test preparation course_completed', 'writing_cat_μέτριο', 'gender_male'})",frozenset({'math_cat_μέτριο'}),0.094,0.485,0.07,0.7446808510638299,1.5354244351831543,1.0,0.024410000000000008,2.017083333333334,0.3848943550930307,0.13752455795677804,0.5042346622598638,0.4445053739855232
"frozenset({'writing_cat_μέτριο', 'reading_cat_μέτριο', 'lunch_standard'})","frozenset({'math_cat_μέτριο', 'race/ethnicity_group D'})",0.283,0.145,0.063,0.22261484098939932,1.5352747654441334,1.0,0.021965000000000005,1.0998409090909091,0.48626331053109306,0.17260273972602744,0.09077759180046706,0.3285487998050445
"frozenset({'math_cat_μέτριο', 'race/ethnicity_group D'})","frozenset({'writing_cat_μέτριο', 'reading_cat_μέτριο', 'lunch_standard'})",0.145,0.283,0.063,0.4344827586206897,1.5352747654441332,1.0,0.021965000000000005,1.2678658536585368,0.4077787060243202,0.17260273972602744,0.2112730245755784,0.3285487998050445
"frozenset({'math_cat_υψηλό', 'reading_cat_υψηλό'})",frozenset({'test preparation course_completed'}),0.131,0.358,0.072,0.5496183206106869,1.535246705616444,1.0,0.025101999999999992,1.4254576271186439,0.401195499296765,0.1726618705035971,0.29847090437801704,0.37536781952322057
frozenset({'test preparation course_completed'}),"frozenset({'math_cat_υψηλό', 'reading_cat_υψηλό'})",0.358,0.131,0.072,0.20111731843575417,1.535246705616444,1.0,0.025101999999999992,1.0877692307692308,0.5430512287988922,0.1726618705035971,0.08068736298705888,0.37536781952322057
"frozenset({'math_cat_μέτριο', 'reading_cat_μέτριο', 'lunch_standard'})","frozenset({'test preparation course_completed', 'writing_cat_μέτριο'})",0.228,0.183,0.064,0.2807017543859649,1.5338893682293164,1.0,0.022276000000000004,1.135829268292683,0.45085816062176176,0.1844380403458213,0.11958599068049561,0.3152142651711245
"frozenset({'test preparation course_completed', 'writing_cat_μέτριο'})","frozenset({'math_cat_μέτριο', 'reading_cat_μέτριο', 'lunch_standard'})",0.183,0.228,0.064,0.34972677595628415,1.5338893682293164,1.0,0.022276000000000004,1.1871932773109244,0.4260250917992657,0.1844380403458213,0.1576771709278292,0.3152142651711245
"frozenset({'lunch_free/reduced', 'test preparation course_none'})","frozenset({'writing_cat_χαμηλό', 'gender_male'})",0.224,0.201,0.069,0.3080357142857143,1.5325159914712154,1.0,0.023976000000000004,1.1546838709677418,0.44778126400717166,0.19382022471910113,0.1339620954764885,0.32565964818763327
"frozenset({'writing_cat_χαμηλό', 'gender_male'})","frozenset({'lunch_free/reduced', 'test preparation course_none'})",0.201,0.224,0.069,0.34328358208955223,1.5325159914712152,1.0,0.023976000000000004,1.1816363636363636,0.43489144038744093,0.19382022471910113,0.15371595630096935,0.32565964818763327
"frozenset({'reading_cat_μέτριο', 'race/ethnicity_group D'})","frozenset({'writing_cat_μέτριο', 'gender_female'})",0.136,0.264,0.055,0.4044117647058823,1.5318627450980389,1.0,0.019095999999999995,1.2357530864197528,0.40185185185185174,0.15942028985507245,0.19077685421994878,0.3063725490196078
"frozenset({'writing_cat_μέτριο', 'gender_female'})","frozenset({'reading_cat_μέτριο', 'race/ethnicity_group D'})",0.264,0.136,0.055,0.20833333333333331,1.5318627450980389,1.0,0.019095999999999995,1.0913684210526315,0.47173913043478244,0.15942028985507245,0.0837191358024691,0.3063725490196078
"frozenset({'parental level of education_high school', 'test preparation course_none'})","frozenset({'writing_cat_χαμηλό', 'reading_cat_χαμηλό'})",0.14,0.252,0.054,0.3857142857142857,1.530612244897959,1.0,0.018719999999999994,1.217674418604651,0.4031007751937983,0.15976331360946744,0.17876241405653165,0.3
"frozenset({'writing_cat_χαμηλό', 'reading_cat_χαμηλό'})","frozenset({'parental level of education_high school', 'test preparation course_none'})",0.252,0.14,0.054,0.21428571428571427,1.5306122448979589,1.0,0.018719999999999994,1.0945454545454545,0.4634581105169339,0.15976331360946744,0.08637873754152821,0.3
"frozenset({'math_cat_μέτριο', 'test preparation course_none', 'lunch_standard'})","frozenset({'writing_cat_μέτριο', 'reading_cat_μέτριο', 'gender_female'})",0.213,0.227,0.074,0.3474178403755869,1.5304750677338628,1.0,0.025648999999999998,1.1845251798561152,0.4404169099213572,0.20218579234972678,0.155779871119776,0.3367045149014498
"frozenset({'writing_cat_μέτριο', 'reading_cat_μέτριο', 'gender_female'})","frozenset({'math_cat_μέτριο', 'test preparation course_none', 'lunch_standard'})",0.227,0.213,0.074,0.32599118942731276,1.5304750677338628,1.0,0.025648999999999998,1.167640522875817,0.44839341281773365,0.20218579234972678,0.14357203230916488,0.3367045149014498
"frozenset({'reading_cat_μέτριο', 'gender_female', 'lunch_standard'})","frozenset({'math_cat_μέτριο', 'test preparation course_none'})",0.172,0.304,0.08,0.4651162790697675,1.5299877600979195,1.0,0.027712000000000007,1.3012173913043479,0.4183574879227054,0.20202020202020204,0.2314889067094361,0.3641370869033048
"frozenset({'math_cat_μέτριο', 'test preparation course_none'})","frozenset({'reading_cat_μέτριο', 'gender_female', 'lunch_standard'})",0.304,0.172,0.08,0.2631578947368421,1.5299877600979193,1.0,0.027712000000000007,1.1237142857142857,0.4977011494252875,0.20202020202020204,0.11009407576913297,0.3641370869033048
"frozenset({'writing_cat_μέτριο', 'reading_cat_μέτριο', 'race/ethnicity_group D'})",frozenset({'math_cat_μέτριο'}),0.12,0.485,0.089,0.7416666666666667,1.5292096219931273,1.0,0.0308,1.9935483870967745,0.39325842696629215,0.17248062015503873,0.4983818770226538,0.462585910652921
frozenset({'math_cat_μέτριο'}),"frozenset({'writing_cat_μέτριο', 'reading_cat_μέτριο', 'race/ethnicity_group D'})",0.485,0.12,0.089,0.18350515463917524,1.529209621993127,1.0,0.0308,1.0777777777777777,0.6719755645249263,0.17248062015503873,0.07216494845360824,0.462585910652921
"frozenset({'math_cat_μέτριο', 'test preparation course_none'})","frozenset({'reading_cat_μέτριο', 'lunch_standard'})",0.304,0.327,0.152,0.5,1.529051987767584,1.0,0.052592,1.346,0.4971264367816093,0.3173277661795407,0.25705794947994054,0.48241590214067276
"frozenset({'reading_cat_μέτριο', 'lunch_standard'})","frozenset({'math_cat_μέτριο', 'test preparation course_none'})",0.327,0.304,0.152,0.4648318042813455,1.5290519877675839,1.0,0.052592,1.300525714285714,0.5141158989598812,0.3173277661795407,0.23108017856515164,0.48241590214067276
"frozenset({'writing_cat_μέτριο', 'reading_cat_μέτριο', 'test preparation course_none'})","frozenset({'math_cat_μέτριο', 'lunch_standard'})",0.266,0.332,0.135,0.5075187969924813,1.528671075278558,1.0,0.04668799999999999,1.3563969465648855,0.4711676253910585,0.2915766738660907,0.2627526901085049,0.4570726515082888
"frozenset({'math_cat_μέτριο', 'lunch_standard'})","frozenset({'writing_cat_μέτριο', 'reading_cat_μέτριο', 'test preparation course_none'})",0.332,0.266,0.135,0.4066265060240964,1.5286710752785577,1.0,0.04668799999999999,1.236994923857868,0.5177201153249057,0.2915766738660907,0.1915892452644365,0.4570726515082888
"frozenset({'reading_cat_μέτριο', 'lunch_standard', 'gender_male'})","frozenset({'math_cat_μέτριο', 'test preparation course_none'})",0.155,0.304,0.072,0.46451612903225803,1.5280135823429541,1.0,0.02488,1.299759036144578,0.40894148586456286,0.18604651162790697,0.23062662217278454,0.35067911714770794
"frozenset({'math_cat_μέτριο', 'test preparation course_none'})","frozenset({'reading_cat_μέτριο', 'lunch_standard', 'gender_male'})",0.304,0.155,0.072,0.23684210526315788,1.5280135823429541,1.0,0.02488,1.1072413793103448,0.4964878671775224,0.18604651162790697,0.09685456244160696,0.35067911714770794
"frozenset({'math_cat_χαμηλό', 'gender_female'})","frozenset({'lunch_free/reduced', 'reading_cat_μέτριο'})",0.205,0.163,0.051,0.24878048780487805,1.52626066137962,1.0,0.017584999999999996,1.1141883116883116,0.43371562461462565,0.1608832807570978,0.1024856485123991,0.28083196169385005
"frozenset({'lunch_free/reduced', 'reading_cat_μέτριο'})","frozenset({'math_cat_χαμηλό', 'gender_female'})",0.163,0.205,0.051,0.31288343558282206,1.52626066137962,1.0,0.017584999999999996,1.1570089285714287,0.41195211656944736,0.1608832807570978,0.13570243469537366,0.28083196169385005
"frozenset({'math_cat_μέτριο', 'lunch_standard'})","frozenset({'reading_cat_μέτριο', 'gender_male'})",0.332,0.229,0.116,0.3493975903614458,1.5257536697006366,1.0,0.039971999999999994,1.1850555555555555,0.5158476151145983,0.2606741573033708,0.15615770474895693,0.42797390435102856
"frozenset({'reading_cat_μέτριο', 'gender_male'})","frozenset({'math_cat_μέτριο', 'lunch_standard'})",0.229,0.332,0.116,0.5065502183406113,1.5257536697006364,1.0,0.039971999999999994,1.353734513274336,0.44693412048839387,0.2606741573033708,0.2613027220667834,0.42797390435102856
frozenset({'writing_cat_χαμηλό'}),"frozenset({'test preparation course_none', 'race/ethnicity_group B'})",0.301,0.122,0.056,0.18604651162790697,1.5249714067861229,1.0,0.019278000000000003,1.0786857142857142,0.4924892703862661,0.15258855585831063,0.07294591301583939,0.32253145253526494
"frozenset({'test preparation course_none', 'race/ethnicity_group B'})",frozenset({'writing_cat_χαμηλό'}),0.122,0.301,0.056,0.45901639344262296,1.5249714067861229,1.0,0.019278000000000003,1.2920909090909094,0.3920842824601367,0.15258855585831063,0.22606064870189263,0.32253145253526494
"frozenset({'writing_cat_μέτριο', 'reading_cat_μέτριο', 'test preparation course_none'})","frozenset({'race/ethnicity_group C', 'math_cat_μέτριο'})",0.266,0.153,0.062,0.23308270676691728,1.5234163840974986,1.0,0.021302,1.1044215686274508,0.4680935220181067,0.1736694677871148,0.0945486502561007,0.319155732468426
"frozenset({'race/ethnicity_group C', 'math_cat_μέτριο'})","frozenset({'writing_cat_μέτριο', 'reading_cat_μέτριο', 'test preparation course_none'})",0.153,0.266,0.062,0.40522875816993464,1.5234163840974986,1.0,0.021302,1.234087912087912,0.40564420916327076,0.1736694677871148,0.18968495663478832,0.319155732468426
"frozenset({'reading_cat_μέτριο', 'test preparation course_none', 'gender_male'})",frozenset({'math_cat_μέτριο'}),0.145,0.485,0.107,0.7379310344827587,1.5215072875933169,1.0,0.036675,1.9651315789473687,0.40088539104771276,0.2045889101338432,0.49112822229661873,0.4792747955918948
frozenset({'math_cat_μέτριο'}),"frozenset({'reading_cat_μέτριο', 'test preparation course_none', 'gender_male'})",0.485,0.145,0.107,0.22061855670103092,1.5215072875933169,1.0,0.036675,1.0970238095238094,0.6655475909627075,0.2045889101338432,0.08844275637547477,0.4792747955918948
"frozenset({'math_cat_υψηλό', 'writing_cat_υψηλό'})",frozenset({'test preparation course_completed'}),0.114,0.358,0.062,0.543859649122807,1.5191610310692936,1.0,0.021188,1.4074615384615385,0.38571324546712293,0.15121951219512195,0.28950101109471504,0.35852200333235323
frozenset({'test preparation course_completed'}),"frozenset({'math_cat_υψηλό', 'writing_cat_υψηλό'})",0.358,0.114,0.062,0.17318435754189945,1.5191610310692933,1.0,0.021188,1.071581081081081,0.5323083107225404,0.15121951219512195,0.06679950061162467,0.35852200333235323
frozenset({'gender_female'}),"frozenset({'writing_cat_υψηλό', 'test preparation course_none', 'lunch_standard'})",0.518,0.075,0.059,0.1138996138996139,1.5186615186615187,1.0,0.020149999999999994,1.0438997821350764,0.7085589703917292,0.11048689138576778,0.04205363664823124,0.45028314028314026
"frozenset({'writing_cat_υψηλό', 'test preparation course_none', 'lunch_standard'})",frozenset({'gender_female'}),0.075,0.518,0.059,0.7866666666666666,1.5186615186615184,1.0,0.020149999999999994,2.2593749999999995,0.36921667430141997,0.11048689138576778,0.557399723374827,0.45028314028314026
"frozenset({'writing_cat_μέτριο', 'race/ethnicity_group D'})","frozenset({'math_cat_μέτριο', 'lunch_standard'})",0.139,0.332,0.07,0.5035971223021583,1.5168588021149345,1.0,0.023851999999999998,1.3456811594202895,0.3957524473203915,0.1745635910224439,0.25688191961400936,0.35722024789806706
"frozenset({'math_cat_μέτριο', 'lunch_standard'})","frozenset({'writing_cat_μέτριο', 'race/ethnicity_group D'})",0.332,0.139,0.07,0.21084337349397592,1.5168588021149345,1.0,0.023851999999999998,1.0910381679389312,0.5100940975192473,0.1745635910224439,0.08344178106152834,0.35722024789806706
"frozenset({'writing_cat_μέτριο', 'reading_cat_μέτριο'})","frozenset({'math_cat_μέτριο', 'test preparation course_none', 'lunch_standard'})",0.418,0.213,0.135,0.3229665071770335,1.516274681582317,1.0,0.04596600000000002,1.1624240282685514,0.585032455135548,0.27217741935483875,0.1397287257649727,0.47838466203922103
"frozenset({'math_cat_μέτριο', 'test preparation course_none', 'lunch_standard'})","frozenset({'writing_cat_μέτριο', 'reading_cat_μέτριο'})",0.213,0.418,0.135,0.6338028169014085,1.516274681582317,1.0,0.04596600000000002,1.5893076923076928,0.43264153607228595,0.27217741935483875,0.37079521804365717,0.47838466203922103
"frozenset({'reading_cat_μέτριο', 'race/ethnicity_group D'})",frozenset({'math_cat_μέτριο'}),0.136,0.485,0.1,0.7352941176470588,1.5160703456640388,1.0,0.03404,1.9455555555555553,0.3939814814814815,0.19193857965451055,0.48600799543118206,0.47073984232868404
frozenset({'math_cat_μέτριο'}),"frozenset({'reading_cat_μέτριο', 'race/ethnicity_group D'})",0.485,0.136,0.1,0.2061855670103093,1.5160703456640388,1.0,0.03404,1.0884155844155845,0.6609708737864077,0.19193857965451055,0.08123329515082094,0.47073984232868404
"frozenset({'reading_cat_μέτριο', 'gender_female'})","frozenset({'writing_cat_μέτριο', 'race/ethnicity_group D'})",0.261,0.139,0.055,0.210727969348659,1.5160285564651725,1.0,0.018720999999999995,1.090878640776699,0.4605978595153154,0.15942028985507245,0.08330774604954587,0.30320571129303453
"frozenset({'writing_cat_μέτριο', 'race/ethnicity_group D'})","frozenset({'reading_cat_μέτριο', 'gender_female'})",0.139,0.261,0.055,0.39568345323741005,1.5160285564651725,1.0,0.018720999999999995,1.2228690476190476,0.3953331221623903,0.15942028985507245,0.18225095160677948,0.30320571129303453
"frozenset({'writing_cat_μέτριο', 'test preparation course_none'})","frozenset({'math_cat_χαμηλό', 'reading_cat_μέτριο'})",0.308,0.12,0.056,0.18181818181818182,1.5151515151515154,1.0,0.01904,1.0755555555555556,0.4913294797687862,0.15053763440860216,0.07024793388429754,0.3242424242424242
